Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFAC,SATFOD,TOTn6PFAC,TOTn6PFOD,TOTn3PFAC,TOTn3PFOD,MONOFACc,MONOFODc,MONOFAC,MONOFOD,POLYFACc,POLYFODc,POLYFAC,POLYFOD,SATFACx6,SATFODx6,TOTBRFAC,TOTBRFOD,FACTRANS,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
,Water,Total nitrogen,Protein,Fat,Carbohydrate,kcal,kJ,Starch,Oligosaccharide,Total sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids per 100g fatty acids,Saturated fatty acids per 100g food,Total n-6 polyunsaturated fatty acids per 100g fatty acid,Total n-6 polyunsaturated fatty acids per 100g food,Total n-3 polyunsaturated fatty acids per 100g fatty acid,Total n-3 polyunsaturated fatty acids per 100g food,cis-Monounsaturated fatty acids /100g FA,cis-Monounsaturated fatty acids /100g Food,Monounsaturated fatty acids per 100g fatty acids,Monounsaturated fatty acids per 100g food,cis-Polyunsaturated fatty acids /100g FA,cis-Polyunsaturated fatty acids /100g Food,Polyunsaturated fatty acids per 100g fatty acids,Polyunsaturated fatty acids per 100g food,Saturated fatty acids excluding branch per 100 g fatty acid,Saturated fatty acids excluding branch per 100 g food,Total branched chain per 100g fatty acid,Total branched chain per 100g food,Total Trans fatty acids per 100g fatty acids,Total Trans fatty acids per 100g food,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Total Vitamin D,Total Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Lamb, neck fillet, raw, lean",69.6,3.10,19.4,13.9,0.0,203,844,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.00,6.40,0,0,0,0,0,0,41.50,5.30,0,0,5.30,0.70,0,0,0,0,9.10,1.20,75.0,61,330,4,20,190,1.20,0.07,4.2,69,0.01,2,6,5,0,5,0.4,0.03,0,0.15,0.16,4.1,3.8,7.9,0.22,2.0,1,0.90,2.0,0
"Lamb, neck fillet, raw, lean and fat",65.8,2.94,18.4,17.6,0.0,232,964,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.40,8.30,0,0,0,0,0,0,41.30,6.80,0,0,5.20,0.90,0,0,0,0,9.20,1.50,79.0,59,310,5,19,170,1.20,0.07,3.8,67,0.01,2,6,8,0,8,0.4,0.05,0,0.14,0.16,3.9,3.5,7.4,0.21,2.0,1,0.86,2.0,0
"Lamb, neck fillet, slices, grilled, lean",52.3,4.46,27.9,19.1,0.0,284,1181,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.00,8.70,0,0,0,0,0,0,41.50,7.30,0,0,5.30,0.90,0,0,0,0,9.10,1.60,99.0,78,390,10,25,230,1.90,0.09,6.4,70,0.02,4,6,0,0,0,0.6,0.12,0,0.16,0.24,5.1,5.8,10.9,0.09,3.0,7,1.30,2.0,0
"Lamb, neck fillet, slices, grilled, lean and fat",49.1,4.20,26.3,21.9,0.0,302,1257,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.30,10.30,0,0,0,0,0,0,41.30,8.30,0,0,5.20,1.00,0,0,0,0,9.20,1.90,97.0,76,370,10,24,220,1.80,0.08,5.8,69,0.02,4,6,0,0,0,0.6,0.13,0,0.15,0.23,4.9,5.4,10.3,0.09,2.0,7,1.23,2.0,0
"Lamb, neck fillet, strips, stir-fried  in corn oil, lean",55.3,3.90,24.4,20.0,0.0,278,1155,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.60,8.17,10.14,1.86,1.75,0.32,35.10,6.43,41.30,7.58,11.05,2.02,11.90,2.17,42.80,7.84,1.79,0.33,7.09,1.30,86.0,68,360,7,23,210,1.80,0.08,5.2,61,0.02,4,6,0,0,0,0.6,0.59,0,0.17,0.20,4.6,5.1,9.7,0.20,2.0,7,1.20,2.0,0
"Lamb, neck fillet, strips, stir-fried in corn oil, lean and fat",51.4,3.72,23.2,23.1,0.0,301,1249,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.80,9.90,0,0,0,0,0,0,41.10,8.90,0,0,10.80,2.30,0,0,0,0,7.50,1.60,91.0,70,350,8,23,200,1.70,0.08,4.6,63,0.02,4,6,0,0,0,0.6,0.54,0,0.16,0.20,4.5,4.6,10.1,0.19,2.0,6,1.13,2.0,0
"Lamb, New Zealand, leg, whole, chilled, roasted, lean",60.4,4.61,28.8,10.2,0.0,207,867,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.00,4.40,0,0,0,0,0,0,42.50,4.00,0,0,7.20,0.70,0,0,0,0,7.50,0.70,110.0,82,350,15,26,220,2.10,0.13,4.5,72,0.01,4,6,0,0,0,0.6,0.10,0,0.15,0.32,5.1,6.0,11.1,0.38,3.0,10,1.40,3.0,0
"Lamb, New Zealand, leg, whole, chilled, roasted, lean and fat",58.3,4.48,28.0,13.1,0.0,230,961,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.20,5.80,0,0,0,0,0,0,42.40,5.20,0,0,7.00,0.90,0,0,0,0,7.70,0.90,110.0,82,350,15,26,210,2.00,0.12,4.3,72,0.01,4,6,0,0,0,0.6,0.11,0,0.15,0.31,5.0,5.7,10.7,0.36,3.0,10,1.36,2.0,0
"Lamb, New Zealand, leg, whole, frozen, raw, lean and fat, weighed with bone",50.8,2.40,15.0,11.1,0.0,160,666,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.50,3.70,0,0,0,0,0,0,32.70,3.40,0,0,5.50,0.60,0,0,0,0,6.20,0.60,58.0,44,240,3,17,140,1.20,0.07,2.3,44,0.01,1,3,0,0,0,0.4,0.03,0,0.18,0.16,3.1,3.0,6.1,0.29,2.0,6,0.82,1.0,0
"Lamb, New Zealand, leg, whole, frozen, roasted, lean",60.0,4.90,30.6,9.3,0.0,206,864,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46.90,4.00,0,0,0,0,0,0,43.10,3.70,0,0,7.40,0.60,0,0,0,0,7.40,0.60,110.0,62,340,6,27,230,2.50,0.13,5.3,77,0.02,4,6,0,0,0,0.6,0.07,0,0.14,0.27,4.6,6.4,11,0.26,3.0,5,1.50,3.0,0
"Lamb, New Zealand, leg, whole, frozen, roasted, lean and fat",57.2,4.64,29.0,14.1,0.0,243,1015,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.40,6.50,0,0,0,0,0,0,42.90,5.90,0,0,7.20,1.00,0,0,0,0,7.50,1.00,110.0,63,340,7,26,220,2.40,0.12,4.8,76,0.02,4,6,0,0,0,0.6,0.10,0,0.10,0.26,4.6,5.9,10.5,0.25,3.0,5,1.42,2.0,0
"Lamb, New Zealand, leg, whole, frozen, roasted, lean and fat, weighed with bone",41.7,3.38,21.2,10.3,0.0,178,742,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34.60,4.90,0,0,0,0,0,0,31.30,4.40,0,0,5.20,0.70,0,0,0,0,5.50,0.70,82.0,47,250,5,19,170,1.80,0.09,3.6,57,0.01,3,4,0,0,0,0.4,0.07,0,0.07,0.19,3.4,4.4,7.8,0.19,2.0,4,1.04,1.0,0
"Lamb, New Zealand, loin chops, frozen, grilled, lean",54.6,5.02,31.4,13.7,0.0,249,1041,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.80,6.20,0,0,0,0,0,0,42.00,5.30,0,0,5.80,0.70,0,0,0,0,8.50,1.10,110.0,80,400,19,30,260,2.30,0.13,4.3,79,0.01,4,6,0,0,0,0.6,0.11,0,0.17,0.33,7.1,6.5,13.6,0.36,3.0,6,1.50,3.0,0
"Lamb, New Zealand, loin chops, frozen, grilled, lean and fat",44.4,4.30,26.9,28.5,0.0,364,1512,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.70,13.50,0,0,0,0,0,0,41.40,11.00,0,0,5.70,1.50,0,0,0,0,9.00,2.40,105.0,76,360,17,27,230,2.00,0.11,3.5,74,0.01,4,6,7,0,7,0.6,0.14,0,0.15,0.28,6.1,5.3,11.4,0.30,3.0,5,1.27,2.0,0
"Lamb, New Zealand, loin chops, frozen, grilled, lean and fat, weighed with bone",35.1,3.40,21.2,22.5,0.0,287,1193,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.10,10.70,0,0,0,0,0,0,32.70,8.70,0,0,4.50,1.20,0,0,0,0,7.10,1.80,83.0,60,290,13,21,180,1.60,0.09,2.8,58,0.01,3,5,6,0,6,0.5,0.11,0,0.12,0.22,4.8,4.2,9,0.24,2.0,4,1.00,2.0,0
"Lamb, New Zealand, loin chops, frozen, grilled, lean, weighed with fat and bone",32.2,2.96,18.5,8.1,0.0,147,614,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.40,3.70,0,0,0,0,0,0,24.80,3.10,0,0,3.40,0.40,0,0,0,0,5.00,0.60,65.0,60,240,11,18,150,1.40,0.08,2.5,47,0.01,2,4,0,0,0,0.3,0.06,0,0.10,0.19,4.2,3.8,8,0.21,2.0,4,0.89,2.0,0
"Lamb, New Zealand, mince, frozen, stewed",61.8,3.34,20.9,17.7,0.0,243,1010,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.90,8.80,0,0,0,0,0,0,39.50,6.50,0,0,5.50,0.90,0,0,0,0,8.40,1.40,110.0,75,230,12,18,170,3.20,0.18,3.5,52,0.02,4,6,5,0,5,0.6,0.29,0,0.16,0.34,4.2,4.4,8.6,0.12,2.0,6,1.00,2.0,0
"Lamb, New Zealand, shoulder, whole, frozen, roasted, lean",56.3,4.42,27.6,15.6,0.0,251,1046,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.30,7.10,0,0,0,0,0,0,41.30,5.90,0,0,6.20,0.90,0,0,0,0,8.10,1.20,97.0,81,340,5,25,210,1.90,0.11,6.0,80,0.01,4,4,0,0,0,0.7,0.07,0,0.11,0.25,3.8,5.8,9.6,0.17,3.0,5,1.70,2.0,0
"Lamb, New Zealand, shoulder, whole, frozen, roasted, lean and fat",47.9,3.93,24.6,27.9,0.0,350,1451,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.90,13.30,0,0,0,0,0,0,41.10,10.70,0,0,5.80,1.50,0,0,0,0,8.40,2.20,98.0,79,320,6,24,200,1.70,0.10,4.9,77,0.01,4,4,7,0,7,0.6,0.12,0,0.11,0.23,3.8,4.9,8.7,0.17,3.0,5,1.45,2.0,0
"Lamb, rack of, lean, roasted",57.6,4.34,27.1,13.0,0.0,225,942,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.30,6.20,0,0,0,0,0,0,40.80,4.90,0,0,4.80,0.60,0,0,0,0,7.60,0.90,96.0,77,330,13,24,220,1.80,0.10,3.6,68,0.01,4,6,0,0,0,0.6,0.07,0,0.13,0.20,7.2,5.6,12.8,0.39,3.0,6,1.30,2.0,0
"Lamb, rack of, raw, lean and fat",57.3,2.76,17.3,23.8,0.0,283,1175,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.80,11.50,0,0,0,0,0,0,39.90,8.90,0,0,5.50,1.20,0,0,0,0,8.60,1.90,75.0,61,260,12,18,160,1.00,0.06,2.0,65,0.01,3,8,13,0,13,0.3,0.06,0,0.16,0.16,5.4,3.4,8.8,0.37,2.0,12,0.40,2.0,0
"Lamb, rack of, raw, lean and fat, weighed with bone",41.3,2.00,12.5,17.1,0.0,204,843,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.80,8.30,0,0,0,0,0,0,39.90,6.40,0,0,5.50,0.90,0,0,0,0,8.60,1.40,54.0,44,190,9,13,120,0.70,0.04,1.4,47,0.01,2,6,9,0,9,0.2,0.04,0,0.11,0.11,3.9,2.5,6.4,0.27,1.0,9,0.29,1.0,0
"Lamb, rack of, roasted, lean and fat",45.5,3.67,23.0,30.1,0.0,363,1505,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.80,14.80,3.20,0.90,1.60,0.45,32.94,9.26,40.20,11.30,3.90,1.10,4.80,1.40,50.48,14.20,2.29,0.64,8.15,2.29,97.0,75,310,12,22,190,1.60,0.08,2.8,67,0.01,4,6,10,0,10,0.6,0.13,0,0.12,0.19,5.9,4.4,10.3,0.31,2.0,5,1.09,2.0,0
"Lamb, shoulder joint, roasted, lean",56.7,4.54,28.4,13.5,0.0,235,982,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.80,6.20,0,0,0,0,0,0,42.40,5.20,0,0,5.20,0.60,0,0,0,0,8.00,1.00,100.0,75,340,9,25,210,2.10,0.11,4.8,71,0.01,4,6,0,0,0,0.6,0.05,0,0.13,0.24,5.7,5.9,11.6,0.28,3.0,5,1.40,2.0,0
"Lamb, shoulder joint, roasted, lean and fat",51.1,4.15,25.9,19.8,0.0,282,1173,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.30,9.30,0,0,0,0,0,0,42.10,7.80,0,0,5.10,0.90,0,0,0,0,8.20,1.50,100.0,74,330,9,24,200,1.90,0.10,4.2,70,0.01,4,6,5,0,5,0.6,0.09,0,0.12,0.23,5.3,5.2,10.5,0.26,2.0,5,1.28,2.0,0
"Lamb, shoulder, diced, kebabs, grilled, lean and fat",52.1,4.56,28.5,19.3,0.0,288,1199,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.80,9.00,0,0,0,0,0,0,41.80,7.50,0,0,5.80,1.00,0,0,0,0,8.30,1.50,110.0,87,420,14,28,240,1.80,0.12,5.6,76,0.03,4,6,0,0,0,0.6,0.19,0,0.12,0.25,6.8,5.7,12.5,0.21,3.0,7,1.40,2.0,0
"Lamb, shoulder, half bladeside, pot-roasted, lean",58.3,4.19,26.2,14.3,0.0,234,975,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.00,6.40,0,0,0,0,0,0,42.00,5.50,0,0,6.10,0.80,0,0,0,0,8.50,1.10,93.0,68,280,12,21,190,1.80,0.12,5.9,66,0.01,4,6,0,0,0,0.6,0.19,0,0.07,0.19,4.2,5.5,9.7,0.12,2.0,5,1.30,2.0,0
"Lamb, shoulder, half bladeside, pot-roasted, lean and fat",50.1,3.76,23.5,25.6,0.0,324,1347,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.00,12.00,3.88,0.93,1.79,0.43,34.03,8.14,41.60,10.00,4.58,1.10,5.70,1.40,47.90,11.46,2.12,0.51,8.68,2.08,98.0,71,280,12,21,180,1.60,0.10,4.7,68,0.01,4,6,8,0,8,0.6,0.22,0,0.08,0.19,4.1,4.5,8.6,0.13,2.0,5,1.16,2.0,0
"Lamb, shoulder, half knuckle, braised, lean",62.5,4.02,25.1,12.4,0.0,212,886,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.90,5.40,0,0,0,0,0,0,43.30,4.90,0,0,6.20,0.70,0,0,0,0,8.30,0.90,89.0,76,290,10,21,190,1.60,0.09,5.1,63,0.01,4,6,0,0,0,0.6,0.09,0,0.11,0.23,5.1,5.2,10.3,0.24,2.0,2,1.20,2.0,0
"Lamb, shoulder, half knuckle, braised, lean and fat",53.7,3.66,22.9,23.4,0.0,302,1255,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.20,10.80,0,0,0,0,0,0,42.60,9.30,0,0,5.70,1.30,0,0,0,0,8.50,1.90,94.0,76,290,11,21,180,1.50,0.08,4.2,65,0.01,4,6,8,0,8,0.6,0.14,0,0.11,0.22,4.8,4.4,9.2,0.22,2.0,3,1.10,2.0,0
"Lamb, shoulder, raw, lean and fat",61.6,2.81,17.6,18.3,0.0,235,976,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.80,8.50,0,0,0,0,0,0,41.80,7.10,0,0,5.90,1.00,0,0,0,0,6.30,1.00,76.0,63,280,6,19,160,1.10,0.08,3.4,63,0.02,3,3,11,0,11,0.4,0.13,0,0.14,0.16,4.4,2.9,7.3,0.23,2.0,4,0.88,1.0,0
"Lamb, shoulder, raw, lean and fat, weighed with bone",49.3,2.25,14.1,14.6,0.0,188,780,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.80,6.80,0,0,0,0,0,0,41.80,5.70,0,0,5.90,0.80,0,0,0,0,6.30,0.90,61.0,50,230,5,15,130,0.90,0.06,2.7,50,0.01,2,2,9,0,9,0.3,0.10,0,0.11,0.13,3.5,2.3,6.8,0.18,1.0,3,0.70,1.0,0
"Lamb, shoulder, whole, roasted, lean",56.9,4.35,27.2,12.1,0.0,218,910,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.80,5.50,0,0,0,0,0,0,42.40,4.70,0,0,5.20,0.60,0,0,0,0,8.00,0.90,105.0,80,330,8,23,210,1.80,0.10,5.8,81,0.01,6,6,0,0,0,0.8,0.06,0,0.11,0.23,5.3,5.6,10.9,0.21,2.0,4,1.10,2.0,0
"Lamb, shoulder, whole, roasted, lean and fat",50.5,3.96,24.7,22.1,0.0,298,1238,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.50,10.40,3.52,0.73,1.56,0.32,34.72,7.17,42.00,8.70,4.17,0.86,5.10,1.00,48.39,9.99,2.06,0.43,8.25,1.70,105.0,80,320,9,22,190,1.60,0.09,5.0,79,0.01,5,7,6,0,6,0.7,0.15,0,0.10,0.21,5.0,4.8,9.8,0.20,2.0,4,0.99,2.0,0
"Lamb, shoulder, whole, roasted, lean and fat, weighed with bone",38.9,3.05,19.5,17.5,0.0,235,979,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.50,8.20,0,0,0,0,0,0,42.00,6.90,0,0,5.10,0.80,0,0,0,0,8.30,1.30,83.0,63,260,7,17,150,1.30,0.07,3.9,62,0.01,4,5,5,0,5,0.5,0.12,0,0.08,0.17,3.9,3.8,7.7,0.16,2.0,3,0.78,1.0,0
"Lamb, stewing, pressure cooked, lean",56.6,4.59,28.7,14.8,0.0,248,1036,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.30,6.50,0,0,0,0,0,0,41.30,5.60,0,0,7.60,1.00,0,0,0,0,7.70,1.00,100.0,65,240,31,20,180,1.90,0.13,6.0,72,0.01,4,6,0,0,0,0.6,0.04,0,0.14,0.20,4.3,6.0,10.3,0.18,3.0,2,1.40,2.0,0
"Lamb, stewing, pressure cooked, lean and fat",53.5,4.11,25.7,20.9,0.0,291,1210,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.10,9.60,0,0,0,0,0,0,41.10,8.00,0,0,7.10,1.40,0,0,0,0,8.00,1.60,98.0,63,240,27,19,170,1.70,0.11,5.1,68,0.01,4,6,5,0,5,0.6,0.07,0,0.13,0.19,4.0,5.2,9.2,0.17,3.0,2,1.26,2.0,0
"Lamb, stewing, raw, lean and fat",63.6,3.60,22.5,12.6,0.0,203,849,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.30,5.90,0,0,0,0,0,0,41.40,4.90,0,0,5.50,0.60,0,0,0,0,8.70,1.00,78.0,66,270,25,17,160,1.20,0.06,3.1,69,0.01,2,4,10,0,10,0.4,0.07,0,0.09,0.15,3.8,3.2,7,0.23,2.0,2,0.40,1.0,0
"Lamb, stewing, raw, lean and fat, weighed with bone",42.6,2.42,15.1,8.4,0.0,136,568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.30,3.90,0,0,0,0,0,0,41.40,3.30,0,0,5.50,0.40,0,0,0,0,8.70,0.70,52.0,44,180,17,11,110,0.80,0.04,2.1,46,0.01,1,3,7,0,7,0.3,0.05,0,0.06,0.10,2.5,2.1,4.6,0.15,1.0,1,0.27,1.0,0
"Lamb, stewing, stewed, lean",58.9,4.26,26.6,14.8,0.0,240,1000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.30,6.50,0,0,0,0,0,0,41.30,5.60,0,0,7.60,1.00,0,0,0,0,7.70,1.00,94.0,49,160,37,16,140,1.90,0.09,6.1,67,0.01,4,6,0,0,0,0.6,0.20,0,0.04,0.12,2.3,5.5,7.8,0.11,3.0,2,1.30,2.0,0
"Lamb, stewing, stewed, lean and fat",56.1,3.91,24.4,20.1,0.0,279,1159,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00,9.20,5.28,0.99,1.87,0.35,34.10,6.40,41.10,7.72,6.21,1.17,7.20,1.33,46.91,8.81,2.06,0.39,7.93,1.49,92.0,50,170,33,16,140,1.70,0.08,5.4,65,0.01,4,6,0,0,0,0.6,0.20,0,0.05,0.12,2.4,4.9,7.3,0.11,2.0,2,1.19,2.0,0
"Lamb's heart casserole, homemade",68.2,1.91,11.8,8.1,9.9,161,652,9.1,0,0.6,N,0,N,N,N,0.0,0.6,0.4,N,0,2.91,0,0,0,0,0,0,0,2.41,0,0,0,0.82,0,0,0,0,0,0.33,91.6,412,212,28,18,144,2.46,0.34,1.3,457,0.15,N,N,27,24,31,N,N,0,0.25,0.42,3.5,2.4,5.9,0.16,3.6,4,1.25,3.0,2
"Lancashire hotpot, homemade",77.2,1.17,7.3,6.9,7.4,119,500,5.8,0,1.4,0.5,0,0.4,0.5,0.0,0.0,0.0,0.9,1.1,0,2.96,0,0,0,0,0,0,0,2.76,0,0,0,0.53,0,0,0,0,0,0.52,27.4,115,306,12,16,78,0.59,0.06,1.4,198,0.08,1,4,3,819,140,0.1,0.19,0,0.11,0.05,1.3,1.4,2.7,0.20,0.6,8,0.37,0.8,3
"Langoustine, boiled",80.7,3.15,19.7,0.8,0.0,86,369,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,0.15,0,0.04,0,0.17,28.03,0.15,0,0.16,39.16,0.21,0,0.21,0,0,0,0,0.65,0,133.0,216,214,125,53,197,1.68,0.32,1.4,280,0.12,49,139,0,0,0,0,3.55,0,0.08,0.06,2.7,3.7,6.4,0.10,2.5,5,0.24,3.4,0
Lard,1.0,0,0,99.0,0.0,891,3663,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.30,9.26,9.16,0.54,0.51,45.42,42.99,0,43.40,10.34,9.79,0,10.00,42.90,40.60,0.00,0.00,0,0,93.0,2,1,1,1,3,0.10,0.02,N,4,0,0,0,0,0,0,N,1.00,0,0,0,0,0,0,0,0,0,0,0,0
"Lasagne, homemade",63.3,1.57,9.6,9.6,15.2,180,756,12.3,0,2.8,0.5,0.0,0.4,0.3,0.2,1.4,0.0,0.9,1.0,0,4.18,0,0,0,0,0,0,0,3.38,0,0,0,1.14,0,0,0,0,0,0.31,24.8,235,220,104,19,143,0.80,0.08,1.5,375,0.15,7,15,N,509,N,N,N,0,0.07,0.13,1.6,1.9,3.5,0.13,0.8,9,0.49,2.2,2
"Lasagne, homemade, with extra lean minced beef",65.7,1.65,10.1,7.0,15.2,160,671,12.3,0.1,2.8,0.5,0,0.4,0.3,0.2,1.4,0.0,0.9,1.0,0,3.13,0,0,0,0,0,0,0,2.31,0,0,0,1.06,0,0,0,0,0,0.18,19.9,237,227,105,19,147,0.82,0.09,1.6,377,0.15,7,16,N,509,N,N,N,0,0.07,0.14,1.8,2.0,3.8,0.13,0.8,9,0.51,2.1,2
"Lasagne, retail, reheated",68.1,1.18,7.4,6.1,15.7,143,603,12.7,0,3.0,0.6,0.0,0.7,0.4,0.0,1.3,0.0,0.7,1.7,0,2.80,10.07,0.59,1.30,0.08,34.99,2.03,0,2.20,11.18,0.65,0,0.70,46.71,2.72,N,N,4.85,0.28,18.0,210,230,80,19,120,1.00,0.10,1.4,325,0.22,N,N,0,N,N,N,N,2.66,0.33,0.12,1.4,1.3,2.7,0.14,1.0,11,0.38,4.0,N
"Lasagne, spinach, wholemeal, homemade",77.0,0.70,4.2,3.1,13.0,93,395,10.9,0.0,2.2,0.5,0.0,0.4,0.3,0.2,0.7,0,2.3,0,0,1.30,0,0,0,0,0,0,0,0.80,0,0,0,0.60,0,0,0,0,0,0,6.0,130,200,84,32,91,1.10,0.10,0.8,190,0.60,N,5,25,950,183,0.1,0.79,0,0.13,0.06,1.0,0.9,1.9,0.09,0.1,27,0.24,0.7,5
"Lasagne, vegetable, retail",72.6,0.77,4.8,5.3,13.4,117,492,9.0,0,4.4,0.7,0.0,0.7,0.2,1.6,1.2,0.0,N,N,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,N,N,210,190,73,18,87,0.80,0.02,0.4,330,0.20,N,N,N,N,N,N,N,0,0.25,0.29,2.0,1.1,3.1,0.44,N,6,N,N,N
