name,display_name,emoji,recommend,water_g,nitrogen_g,protein_g,fat_g,carbohydrate_g,energy_kcal,energy_kJ,starch_g,oligosaccharide_g,sugar_g,glucose_g,galactose_g,fructose_g,sucrose_g,maltose_g,lactose_g,alcohol_g,non_starch_polysaccharide_g,fibre_g,saturated_fat_g,n_6_polyunsaturated_fat_g,n_3_polyunsaturated_fat_g,cis_monounsaturated_g,monounsaturated_fat_g,cis_polyunsaturated_fat_g,polyunsaturated_fat_g,branched_chain_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,magnesium_mg,phosphorus_mg,iron_mg,copper_mg,zinc_mg,chloride_mg,manganese_mg,selenium_ug,iodine_ug,retinol_ug,carotene_ug,retinol_equivalent_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,thiamin_mg,riboflavin_mg,niacin_mg,tryptophan_over_60_mg,niacin_equivalent_mg,vitamin_b6_mg,vitamin_b12_ug,folate_ug,pantothenate_mg,biotin_ug,vitamin_c_mg
unit,,,,g,g,g,g,g,kcal,kJ,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,ug,ug,ug,ug,ug,ug,mg,ug,mg,mg,mg,mg,mg,mg,ug,ug,mg,ug,mg
code,,,,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFOD,TOTn6PFOD,TOTn3PFOD,MONOFODc,MONOFOD,POLYFODc,POLYFOD,TOTBRFOD,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
detail,,,,Water,Total nitrogen,Protein,Fat,Carbohydrate,Energy (kcal),Energy (kJ),Starch,Oligosaccharide,Sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids,Total n-6 polyunsaturated fatty acids,Total n-3 polyunsaturated fatty acids,cis-Monounsaturated fatty acids,Monounsaturated fatty acids,cis-Polyunsaturated fatty acids,Polyunsaturated fatty acids,Total branched chain,Total Trans fatty acids,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Vitamin D,Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Bhaji, vegetable, Punjabi, with butter",Punjabi Mixed Vegetable Bhaji,🥦,FALSE,75,0.57,3.5,7.2,8.2,108,449,1.5,1.2,5.5,1.9,0,1.7,1.9,0,0,0,3.2,0,4.3,0,0,0,1.6,0,0.6,0,0,17,450,340,41,23,68,1.5,0.06,0.6,710,0.3,1,5,63,2155,422,0.1,0.72,0,0.16,0.05,1,0.7,1.7,0.18,0,31,0.28,1.1,12
"Bhaji, vegetable, with butter, homemade",Mixed Vegetable Bhaji,🥦,FALSE,68.4,0.31,1.9,15.3,10.3,185,766,5.1,0.6,4.7,1.8,0,1.5,1.4,0,0.1,0,2.4,N,9.49,0,0,0,3.83,0,0.65,0,0.52,38.5,145,346,30,17,43,0.77,0.05,0.3,293,0.3,0,9,173,3401,740,0.2,0.47,11.33,0.12,0.04,0.4,0.5,0.9,0.21,0.1,13,0.29,N,10
"Biryani, chicken, takeaway",Chicken Biryani (Takeaway),🍗,FALSE,66.9,1.36,8.5,7.4,16.6,163,684,11.8,3.9,0.9,0.2,0,0.5,0.2,0,0,0,1.1,1.2,2.01,1.63,0.38,2.97,3,2.03,2.05,0.03,0.04,20.6,263,170,23,16,87,1.33,0.08,0.6,370,0.25,7,5,N,N,N,0.6,1.39,0,0.03,N,2.8,1.5,4.3,0.13,N,N,0.58,1.4,0
"Biscuits, cheese flavoured",Cheese Flavored Biscuits,🍪,FALSE,3.1,1.84,10.5,28.1,53.2,494,2069,50.5,0,2.7,0,0,0,2.7,0,0,0,2.4,4.5,11.67,2.53,0.1,12.09,12.2,2.62,2.62,0.1,0.11,18.4,882,247,263,34,249,2.08,0.16,1.4,650,0.84,5,0,49,0,49,0,8.71,0,0.25,0.1,2.1,2.1,4.2,0.07,0.2,35,0.81,6,0
"Biscuits, cookies, chocolate chip, American style",American-Style Chocolate Chip Cookies,🍪,FALSE,6.9,0.91,5.2,21.3,60.6,440,1845,20,0,40.5,0,0,0,40.5,0,0,0,1.8,2.5,9.58,2.01,0.55,7.9,7.99,2.56,2.56,0.07,0.08,35.5,422,252,108,36,155,2.49,0.17,0.7,280,0.44,12,6,0,0,0,0,2.39,0,0.07,0.08,0.8,1.1,1.9,0.05,0.3,12,0.49,5,0
"Biscuits, cookies, chocolate chip, standard",Standard Chocolate Chip Cookies,🍪,FALSE,3.6,0.94,5.4,24.9,60,471,1973,30,0,30,0,0,0,30,0,0,0,2.2,3,12.15,2.35,0.12,8.96,8.99,2.47,2.47,0.01,0.03,2.9,298,217,117,34,132,2.3,0.22,0.7,198,0.57,4,6,0,0,0,0,2.19,0,0.13,0.08,0.9,1.1,2,0.03,0,36,0.49,5.1,0
"Biscuits, digestive, half coated in chocolate",Half-Chocolate Coated Digestive Biscuits,🍫,FALSE,1.8,1.11,6.3,25.7,61.8,488,2047,37.5,0,24.3,0,0,0,24.3,0,0,0,3.1,2.1,12.68,2.27,0.08,8.83,8.87,2.35,2.35,0.01,0.04,6.1,351,258,100,37,124,2.14,0.32,0.8,280,0.66,3,8,0,0,0,0,2.35,0,0.11,0.07,2.2,1.3,3.4,0.07,0.1,7,0.59,4.8,0
"Biscuits, fully coated with chocolate",Chocolate Coated Biscuits,🍫,FALSE,1.9,1.12,6.4,27.2,62.8,506,2120,23.5,0,39.3,0,0,0,33.3,0,5.9,0,2.2,1.7,15.06,1.74,0.09,8.74,8.84,1.83,1.83,0.06,0.09,16.6,229,344,163,46,204,2.01,0.28,1,180,0.68,3,14,28,0,28,0,1.57,3.46,0.14,0.19,1.2,1.3,2.6,0.09,0,14,0.6,3,0
"Biscuits, fully coated with chocolate, with cream",Chocolate Coated Cream Biscuits,🍫,FALSE,1.6,0.9,5.2,28.2,59,496,2075,21.6,0,37.4,0,0,0,34.1,0,3.3,0,1.9,3.1,15.81,1.89,0.07,8.9,8.96,1.96,1.96,0.05,0.07,18.3,174,337,146,42,156,2.95,0.35,0.8,160,0.53,7,14,0,14,2,0,1.78,0,0.11,0.13,1.3,1,2.3,0.06,0.1,9,0.67,5,0
"Biscuits, fully coated with chocolate, with marshmallow",Chocolate Coated Marshmallow Biscuits,🍫,FALSE,9.8,0.78,4.5,19,59.9,413,1737,18.5,0,41.4,6,0,0,28.7,6.7,0,0,1.6,2.7,10.64,1.16,0.13,6.09,6.13,1.28,1.28,0.01,0.04,5.7,132,259,102,28,103,1.68,0.26,0.6,121,0.36,3,14,0,0,0,0,0.83,0,0.06,0.13,0.6,0.8,1.5,0.04,0.2,8,N,N,0
"Biscuits, oat based, chocolate, half coated",Half-Chocolate Coated Oat Biscuits,🍫,FALSE,2.7,1.1,6.6,24.9,63.9,489,2054,30.8,0,33.1,0.9,0,0.7,29.4,0,2.2,0,3.7,6,9,0,0,0,11.98,0,2.59,0,0.05,12.5,271,297,80,59,216,2.13,0.29,1.3,205,1.71,4,12,16,5,17,0,4.72,0,0.17,0.23,1.3,1.8,3.1,0.16,0.5,12,0.63,7.4,0
"Biscuits, sandwich, cream",Cream Sandwich Biscuits,🥪,FALSE,2.3,0.88,5,23.3,65.8,477,2001,36,0,29.9,1.6,0,0,27.2,0,1.1,0,2.3,3.1,13.31,2,0.05,6.75,6.77,2.06,2.06,0,0.02,2.7,188,253,118,29,102,2.19,0.2,0.6,190,0.72,2,8,0,14,2,0,2.25,3.8,0.16,0.05,1.6,1,2.6,0.06,0,11,0.56,3,0
"Biscuits, short or sweet, half coated in chocolate",Half-Chocolate Coated Shortbread,🍫,FALSE,2.2,1.06,6,24.2,70.3,506,2124,34.9,0,35.5,0,0,0,32.5,0,3,0,1.9,1.4,12.5,1.89,0.27,8.19,8.27,2.15,2.15,0.07,0.08,15.5,249,260,123,35,123,2.4,0.27,0.7,190,0.56,4,8,22,0,22,0,1.84,0,0.1,0.08,0.9,1.2,2.1,0.07,0,8,0.37,2.5,0
"Black pudding, dry-fried",Dry-Fried Black Pudding,🥩,FALSE,44.3,1.65,10.3,21.5,16.6,297,1236,16.4,0,0.2,0.1,0,0,0.1,0,0,0,0.2,N,8.5,0,0,0,8.1,0,3.6,0,N,68,940,110,120,16,80,12.3,0.11,0.7,1560,N,6,5,41,0,41,0.7,0.24,0,0.09,0.07,1,2.8,3.8,0.04,1,5,0.6,2,0
"Black pudding, raw",Raw Black Pudding,🥩,FALSE,50.3,1.46,9.1,20.6,14.8,277,1154,14.6,0,0.2,0,0,0,0,0,0,0,N,0,7.7,1.75,0.16,7.51,9.5,1.91,2.4,0.02,0.06,43,830,95,110,14,70,10.9,0.1,0.6,1380,0.35,5,4,N,0,N,0.6,0.16,0,0.09,0.07,1.2,2,3.2,0.09,1,2,0.41,4,0
"Bloater, flesh only, grilled",Grilled Bloater,🐟,FALSE,55.6,3.76,23.5,17.4,0,251,1043,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,7.3,0,3.6,0,0,66,700,450,86,45,360,1.7,0.21,1.3,1130,0.05,50,N,37,0,37,25,1,0,0,0.27,4,4.4,8.4,0.35,15,10,0.78,7,0
"Bloater, flesh only, grilled, weighed with bones and skin",Grilled Whole Bloater,🐟,FALSE,36.1,2.44,15.3,11.3,0,163,678,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,4.8,0,2.3,0,0,43,450,290,56,29,230,1.1,0.14,0.8,730,0.03,32,N,24,0,24,16.2,0.65,0,0,0.18,2.6,2.9,5.5,0.23,1,6,0.51,4,0
"Boal, raw",Raw Boal,🍛,FALSE,73,2.46,15.4,2.7,0,86,362,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,N,0,N,0,0,N,N,250,83,N,490,0.8,0.05,0.7,N,0.05,N,N,N,0,N,N,N,0,N,N,1,2.9,3.9,N,5,N,N,N,0
"Bolognese sauce (with meat), homemade",Homemade Bolognese Sauce,🍝,FALSE,70.5,1.89,11.8,11.6,2.8,161,668,0.1,0.1,2.6,1.1,0,1.1,0.4,0,0,0,0.6,0.7,4.2,0,0,0,4.4,0,1.86,0,0.45,33.4,180,288,16,16,104,1.13,0.05,2.3,280,0.07,4,6,0,694,116,0.4,1.97,0,0.09,0.08,3,2.1,5.1,0.22,0.9,7,0.28,1.1,3
"Bolognese sauce (with meat), made with extra lean minced beef, homemade",Homemade Lean Beef Bolognese Sauce,🍝,FALSE,76.9,2.08,13,4.9,2.8,108,452,0.1,0.1,2.6,1.1,0,1.1,0.4,0,0,0,0.6,0.6,1.49,0,0,0,1.66,0,1.69,0,0.13,20.6,186,305,16,17,115,1.19,0.08,2.5,286,0.07,4,8,0,693,116,0.3,1.97,0,0.09,0.08,3.3,2.3,5.6,0.24,0.9,8,0.31,1.1,3
Bombay duck,Bombay Duck,🍗,FALSE,16.7,9.87,61.7,4,0,283,1197,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,N,0,N,0,0,N,N,N,1390,N,240,19.1,N,N,N,N,N,N,0,0,0,0,N,0,0.03,0.07,5.7,11.5,17.2,0.97,N,N,N,N,0
"Bouillabaisse, homemade",Homemade Bouillabaisse,🍛,FALSE,75,1.8,11.3,10.5,2,139,579,0.1,0,1.7,0.6,0,0.5,0.4,0,0,0,0.4,N,1.34,0,0,0,6.42,0,0.88,0,0,N,54,232,29,15,145,0.8,0.06,0.4,145,0.05,N,N,4,N,N,0.1,N,0,N,N,N,2.2,N,N,N,N,N,N,1
"Brain, lamb, boiled",Boiled Lamb Brain,🍖,FALSE,77,1.86,11.6,8.8,0,126,523,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.7,0,1,0,0,2200,210,190,11,15,320,1.4,0.23,1.4,250,N,N,N,0,0,0,0,1.1,0,0.1,0.24,2.1,2.5,4.6,0.08,8,6,1.4,3,17
Brawn,Brawn,🍛,FALSE,72,1.99,12.4,11.5,0,153,636,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,N,0,N,0,N,52,750,85,38,7,60,1,0.19,1.3,1110,N,N,N,0,0,0,N,0.06,0,0.05,0.08,1,2.3,3.3,0.05,0,3,0.9,0,0
"Bread sauce, made with semi-skimmed milk, HOMEMADE",Homemade Bread Sauce (Semi-Skimmed Milk),🍞,FALSE,76.6,0.65,4,2.5,15.6,97,411,9.8,0.4,5.4,0.6,0,0.5,0.5,0.5,3.2,0,N,N,1.43,0,0,0,0.55,0,0.17,0,0.09,6.9,93,166,105,13,88,0.36,0.05,0.5,181,0.13,N,22,25,17,28,0,0.12,0,0.11,0.16,0.4,0.8,1.2,0.06,0.6,9,0.43,2.3,1
"Bread sauce, made with skimmed milk, homemade",Homemade Bread Sauce (Skimmed Milk),🍞,FALSE,78,0.69,4.2,1.4,15.5,88,372,10,0,5.1,0.6,0,0.4,0.5,0,3.3,0,0.6,0.5,0.41,0,0,0,0.49,0,0.17,0,0,2.7,142,164,110,14,88,0.46,0.04,0.5,239,0.1,1,21,N,11,N,N,N,0,0.05,0.15,0.3,0.8,0.7,0.06,0.6,6,0.3,2,1
"Bread sauce, made with whole milk, homemade",Homemade Bread Sauce (Whole Milk),🍞,FALSE,75.8,0.67,4.1,3.7,15.4,108,455,10,0,5,0.5,0,0.4,0.5,0,3.1,0,0.6,0.5,1.9,0,0,0,1.1,0,0.24,0,0.09,8.4,141,161,107,14,88,0.46,0.04,0.5,240,0.1,N,22,N,21,N,N,N,0,0.05,0.15,0.3,0.8,0.7,0.06,0.6,6,0.35,2,1
"Breakfast cereal, cornflakes, crunchy / honey nut coated, fortified",Honey Nut Cornflakes,🍯,FALSE,2.9,0.85,5.3,4.2,86.6,384,1631,49.2,0,37.4,2.7,0,1.6,33.1,0,0,0,1.2,3.8,0.73,1,0.01,2.3,2.3,1.01,1.01,0,0,0,350,123,15,24,57,12,0.12,0.3,560,0.2,5,0,0,125,21,N,0.44,0,1.1,1.4,15.5,0.6,16.1,1.5,2,396,N,N,0
"Breakfast cereal, honey loops and hoops, including Honey and Nut Cheerios, fortified",Honey Loops (including Honey Nut Cheerios),🍯,FALSE,3.6,1.13,6.6,3.1,78.7,349,1486,44,0,34.7,1.4,0,1.6,31,0.7,0,0,4.4,4.3,0.67,1.19,0.05,0.99,0.99,1.24,1.24,0,0.01,0,280,219,265,54,240,9.4,0.22,1.3,310,1.76,2,0,0,N,N,4.5,N,0,1,1.2,14,N,N,1.2,2.1,170,5,N,67
"Breakfast cereal, Oat, instant, flavoured, unfortified, made up with semi-skimmed milk",Instant Flavored Oatmeal with Semi-Skimmed Milk,🌾,FALSE,75.4,0.69,4.4,2.4,15.6,98,413,7.8,0,7.8,0,0,0,4.1,0,3.7,0,0.7,1,1.1,0.37,0.02,0.69,0.74,0.38,0.39,0.03,0.06,2.6,70,195,115,24,132,0.47,0,0.6,N,0.44,2,23,16,0,16,0,0.14,0,0,0.14,0.2,1.2,1.4,0.06,0,10,0.5,2,0
"Breakfast cereal, oat, instant, plain, fortified, cooked, made up with semi-skimmed milk",Instant Plain Oatmeal with Semi-Skimmed Milk,🌾,FALSE,77.5,0.77,4.9,2.5,14.2,95,403,10,0,4.2,0,0,0,0,0,4.2,0,2,2,1.08,0.39,0.02,0.77,0.81,0.41,0.41,0.03,0.05,2.6,40,199,323,28,145,2,0,0.7,108,0.61,3,30,16,8,17,0.7,0.14,0,0.18,0.27,2.4,1,3.4,0.34,1.1,36,0.69,4,0
"Breakfast cereal, puffed wheat, honey coated, fortified",Honey Coated Puffed Wheat,🍯,FALSE,2.7,0.8,4.7,1.2,86.8,355,1513,N,N,36.8,N,0,N,N,N,0,0,2.7,3.1,0.16,0.42,0.05,0.25,0.25,0.47,0.47,0,0,0,20,188,16,49,148,8,0.14,1.1,83,1.1,18,0,0,0,0,0,0.57,0,1,1,10,1,10.1,0.36,0,13,1,5,0
"Breakfast cereal, rice, chocolate flavoured, fortified",Chocolate Rice Cereal,🍚,FALSE,3.3,0.77,4.6,2.3,89.6,375,1597,51.9,0,37.7,0.5,0,0.4,36.9,0,0,0,1.5,2,1.2,0.26,0.01,0.68,0.68,0.27,0.27,0,0,0.1,320,146,456,41,141,11,0.24,2.6,500,0.86,2,0,0,0,0,4.6,N,0,1.1,1.4,15.2,1.2,16.4,1.5,1.9,180,6,N,0
"Breakfast cereal, Shredded Wheat, honey nut, Nestle",Honey Nut Shredded Wheat (Nestle),🍯,FALSE,4.8,1.69,9.8,5.4,72.8,361,1531,53.3,0,19.6,0.6,0,0.9,18.1,0,0,0,7.2,9.2,1.83,1.41,0.06,1.9,1.9,1.47,1.47,0,0,0,7,312,35,73,221,2.3,0.38,1.6,60,1.75,8,0,0,0,0,0,0.7,0,N,N,N,N,N,N,0,N,N,N,0
"Breakfast cereal, wheat and multigrain, chocolate flavoured, fortified",Chocolate Wheat and Multigrain Cereal,🍫,FALSE,3.3,1.12,6.5,4.1,83.2,375,1594,52.7,0,30.5,0.2,0,0.1,30,0,0.2,0,5.8,6.3,1.37,0.76,0.18,1.62,1.64,0.93,0.94,0,0.03,0.2,180,355,N,52,143,10.7,0.35,1,280,0.9,3,2,0,0,0,N,0.79,0,1,1.2,13.6,1.2,14.8,1.4,1.4,171,N,N,N
"Bream, Sea, raw",Raw Sea Bream,🐟,FALSE,77.7,2.8,17.5,2.9,0,96,405,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,N,0,N,0,0,38,110,270,40,23,230,0.5,0.05,0.3,120,0.04,N,N,N,0,N,N,N,0,0.08,0.1,5.4,3.3,8.7,0.46,2,N,0.21,N,0
"Broccoli in cheese sauce, made with semi-skimmed milk, homemade",Homemade Broccoli Cheese (Semi-Skimmed Milk),🥦,FALSE,76.3,1.2,7.3,7.5,5.9,118,493,2.5,0,3,0.4,0,0.7,0,0,1.8,0,1.6,2.7,4.52,0,0,0,1.9,0,0.37,0,0.28,19.7,130,316,169,22,151,0.74,0.06,1.1,238,0.19,2,17,77,390,142,0.1,1.18,0,0.09,0.19,0.5,1.7,2.2,0.1,0.6,33,0.57,3.7,25
"Broccoli in cheese sauce, made with skimmed milk, homemade",Homemade Broccoli Cheese (Skimmed Milk),🥦,FALSE,77,1.16,7.3,6.9,5.9,114,475,2.5,0,3,0.4,0,0.7,0,0,1.8,0,1.6,2.5,4.18,0,0,0,1.77,0,0.37,0,0.25,18.9,130,318,170,22,151,0.75,0.05,1.1,237,0.19,2,17,70,387,135,0.1,1.17,0,0.09,0.18,0.5,1.7,2.2,0.1,0.6,33,0.51,3.9,24
"Broccoli in cheese sauce, made with whole milk, homemade",Homemade Broccoli Cheese (Whole Milk),🥦,FALSE,75.8,1.15,7.3,8.2,5.8,124,521,2.5,0,2.9,0.4,0,0.7,0,0,1.7,0,1.6,2.5,5,0,0,0,2.12,0,0.4,0,0.3,22,129,316,168,22,151,0.74,0.06,1.1,239,0.19,2,18,84,392,149,0.1,1.19,0,0.09,0.19,0.5,1.7,2.2,0.1,0.6,34,0.43,2.8,24
"Brownies, chocolate, homemade",Homemade Chocolate Brownies,🍫,FALSE,6.3,1.07,6.2,30.8,54.3,506,2114,8.2,0,46.1,0,0,0,45.9,0,0.2,0,1.7,N,16.43,0,0,0,8.11,0,4.02,0,0.63,111.8,187,217,44,60,135,1.75,0.49,1.1,290,0.21,5,18,233,136,256,0.8,1.27,0,0.07,0.12,0.4,1.4,1.8,0.08,0.6,14,0.37,4.4,0
"Build up, powder, shake, assorted flavours",Build-Up Shake Powder,🍛,FALSE,4.2,3.28,20.5,0.7,63,325,1383,0,1.1,62,N,0,N,N,N,N,0,N,8.2,0.4,0,0,0,N,0,N,0,0,12,250,1070,725,263,600,13.38,4.9,14,N,2.6,N,150,900,0,900,4.5,10,0,1.6,2.6,16,5.8,21.8,2.2,2.3,180,9,130,65
"Build-up powder, soup, assorted flavours",Build-Up Soup Powder,🍛,FALSE,3,2.3,14.4,14.9,57.3,407,1713,26.4,16.6,14.3,N,0,N,N,N,N,0,N,6.5,4.6,0,0,0,N,0,N,0,0,N,980,767,763,232,541,10.5,N,10.7,N,N,N,102,583,N,583,3.6,6.4,0,1.7,1.1,12.9,N,N,1.5,1.6,146,4.58,140,60
"Burger, beef, 62-85% beef, raw",Raw Beef Burger (62-85% Beef),🍔,FALSE,63.3,2.54,15.9,15.2,4.9,219,911,2.2,0,2.7,N,0,N,N,0.3,0,0,N,0.7,5.72,0,0,0,6.72,0,1.5,0,0.57,65.7,330,210,32,18,170,2.1,0.11,2.5,460,0.13,N,N,4,0,4,N,N,0,0.07,0.23,2.6,N,N,0.17,2,12,N,N,0
"Burger, beef, 62-85%, beef, grilled",Grilled Beef Burger (62-85% Beef),🍔,FALSE,57.1,2.93,18.3,13.8,8.5,229,958,6.4,0,2.1,N,0,N,N,0,0,0,N,0.6,5.22,0,0,0,6.15,0,1.36,0,0.49,60,440,270,40,25,200,2.5,0.15,1.2,660,0.25,N,N,5,0,5,N,N,0,0.07,0.07,3.8,N,N,0.17,2,24,N,N,0
"Burger, beef, 98-99% beef, fried in vegetable oil",Fried Beef Burger (98-99% Beef),🍔,FALSE,46.2,4.56,28.5,23.9,0.1,329,1370,0,0,0.1,0.1,0,0,0,0,0,0,N,0.7,10.7,0.38,0.11,10.12,10.8,0.42,0.8,0.45,0.78,96,470,420,12,26,240,2.8,0.13,6.3,570,0.02,10,13,0,0,0,1.9,0.54,0,0,0.22,5.5,4.3,9.8,0.31,3,8,0.85,2,0
"Burger, beef, 98-99% beef, grilled",Grilled Beef Burger (98-99% Beef),🍔,FALSE,47.9,4.24,26.5,24.4,0.1,326,1355,0,0,0.1,0.1,0,0,0,0,0,0,N,0.7,10.9,0,0,0,11.2,0,0.7,0,1.4,75,400,380,10,22,210,2.5,0.13,6.1,520,0.02,9,12,0,0,0,1.8,0.39,0,0.01,0.2,5.1,4,9.1,0.31,3,10,0.84,2,0
"Burger, beef, 98-99% beef, raw",Raw Beef Burger (98-99% Beef),🍔,FALSE,56.1,2.74,17.1,24.7,0.1,291,1206,0,0,0.1,0.1,0,0,0,0,0,0,N,0.5,10.71,0.37,0.12,9.97,11.35,0.44,0.49,1.43,1.43,76,290,290,7,16,150,1.7,0.12,3.8,350,0.02,8,8,0,0,0,1.2,0.28,0,0.01,0.15,3.5,2.5,6,0.28,2,9,0.78,1,0
"Burger, beef, fried in rapeseed oil, homemade",Homemade Beef Burger (Fried in Rapeseed Oil),🍔,FALSE,50.3,3.82,23.9,21.9,1.1,297,1233,0,0,0.8,0.3,0,0.2,0.3,0,0,0,0.2,0.3,8.32,0,0,0,9.74,0,1.45,0,0.92,107.7,109,331,20,22,205,1.83,0.01,4.6,114,0.02,11,16,14,2,15,1.2,0.89,0,0.08,0.17,5.3,4.5,9.8,0.36,2.6,17,0.58,3.4,0
"Burger, beef, grilled, homemade",Homemade Grilled Beef Burger,🍔,FALSE,50.5,4,25,20.3,1.1,288,1195,0,0,0.9,0.3,0,0.3,0.3,0,0,0,0.2,0.3,8.54,0,0,0,8.65,0,0.75,0,0.96,112.8,114,346,21,23,215,1.92,0.01,4.8,119,0.03,11,17,15,2,15,1.2,0.36,0,0.08,0.18,5.6,4.7,10.3,0.37,2.2,20,0.59,3.5,0
"Burger, beef, with bun, fried in rapeseed oil, homemade",Homemade Beef Burger with Bun (Fried in Rapeseed Oil),🍔,FALSE,47,3.39,21,18.6,10.3,291,1212,9,0,1.1,N,0,N,N,N,0,0,0.5,0.2,6.93,0,0,0,8.12,0,1.38,0,N,87,194,289,41,24,194,1.92,0.03,3.8,263,0.11,11,17,N,2,N,N,0.72,0,0.11,0.16,4.6,4,8.6,0.3,2.1,23,0.53,2.9,0
"Burger, beef, with bun, grilled, homemade",Homemade Grilled Beef Burger with Bun,🍔,FALSE,47.1,3.54,21.9,17.4,10.3,283,1181,9,0,1.1,N,0,N,N,N,0,0,0.4,N,7.11,0,0,0,7.24,0,0.82,0,N,91.1,198,301,42,25,203,1.99,0.03,4,267,0.12,11,17,N,2,N,N,0.29,0,0.11,0.16,4.8,4.2,9,0.31,1.8,25,0.53,3,0
"Burger, Big Mac, takeaway",Big Mac Burger (Takeaway),🍔,FALSE,N,2.09,13.1,11.2,20.9,232,972,17,0,3.9,N,N,N,N,N,N,0,N,1.9,4.7,0,0,0,4.6,0,1.7,0,0.1,23,390,142,68,22,142,0.9,N,N,N,N,N,N,2,N,N,0.3,0.23,0,0.05,0.11,N,N,N,0.01,N,N,N,N,1
"Burger, cheeseburger, takeaway",Cheeseburger (Takeaway),🍔,FALSE,47,2.18,13.6,10.4,28.3,254,1069,22.6,0,5.7,N,N,N,N,N,N,0,0.7,1.4,4.9,0,0,0,N,0,N,0,N,32,560,210,85,27,230,1.1,0.13,3,760,0.23,15,15,24,23,28,0.3,0.26,0,0.17,0.18,2.2,2.8,5,0.19,2,23,0.46,1,N
"Burger, chicken, takeaway",Chicken Burger (Takeaway),🍔,FALSE,N,2,12.5,10.8,23.4,235,987,N,0,N,N,N,N,N,N,N,0,1,1.3,N,0,0,0,N,0,N,0,N,N,560,190,19,N,N,0.4,N,N,N,0,9,N,N,N,N,N,N,0,0.26,0.07,4.3,N,N,0.28,N,N,N,N,N
"Burger, chicken/turkey, coated, retail, grilled",Grilled Chicken/Turkey Burger (Coated),🍔,FALSE,48.3,2.27,14.2,15.5,18.7,266,1113,17.7,0,0.9,0.2,0,0,0.2,0.5,0,0,1.1,0.8,2.63,3.72,0.76,7.54,7.57,4.48,4.48,0.01,0.03,35.7,383,337,41,23,160,0.98,0.09,0.8,610,0.2,9,3,0,0,0,0,2.47,0,0.1,0.11,7.2,4.2,11.4,0.42,2.8,21,1.23,0.6,0
"Burger, hamburger, takeaway",Hamburger (Takeaway),🍔,FALSE,45.2,2.16,13.5,8.3,31.2,246,1036,24.6,0,6.6,N,N,N,N,N,N,0,0.8,1.8,3.5,0,0,0,3.6,0,0.7,0,0.17,34.6,480,210,40,28,170,1.2,0.12,3,700,0.25,16,13,N,0,N,0.3,0.22,0,0.19,0.12,2.5,2.7,5.2,0.18,1,24,0.48,1,N
"Burger, Quarter Pounder with cheese, takeaway",Quarter Pounder with Cheese (Takeaway),🧀,FALSE,N,2.61,16.3,13.2,21.2,263,1102,15.6,0,5.5,N,N,N,N,N,N,0,N,1.6,6.8,0,0,0,5.6,0,0.9,0,0.1,33,463,168,110,22,141,1,N,N,354,N,N,N,0,N,N,0.2,0.14,0,0.04,0.12,N,N,N,0.06,N,N,N,N,0
"Burger, Whopper, takeaway",Whopper Burger (Takeaway),🍔,FALSE,55.8,1.66,10.4,12.1,19.2,223,932,15,0,4.2,N,N,N,N,N,N,0,0.8,1.2,3.3,0,0,0,6.3,0,2,0,0.3,25,357,230,50,20,130,1.8,0.09,2.2,N,0.21,12,13,7,94,23,0.2,1.8,0,0.15,0.11,2.4,2,4.4,0.13,1,25,0.4,1,2
